TARGET,cus_employername,profit_loss_after_cost,agrgrp_writeoff
1.0,Bargain Booze Ltd,328.76,
1.0,Reapit Ltd,124.7,
,Compass Uk,23.0,
1.0,Derbyshire County Council,1427.0,
0.0,Damp Diagnosis Consultancy,-186.0,1.0
0.0,Claridges Hotel,-166.45,
0.0,Asda,-6.75,
1.0,G7 Computer Services Ltd,373.75,
0.0,St Andrews Care Home,-251.0,1.0
1.0,Prison Service,369.87,
0.0,Good Hope Hospital,-161.0,1.0
1.0,Drd Road Services,197.48,
,6 Regt Rlc,0.875,
0.0,Oratory School,-239.93,
0.0,Avery Health Care,-6.5,
0.0,Tk Maxx,-20.25,1.0
1.0,Sutton Oak Care Centre,271.375,1.0
1.0,1 Royal Irish,776.0,
0.0,Connells,-186.0,1.0
,Tucan Claims,46.4,1.0
,Dundee City Council,80.75,1.0
0.0,Nuffield Health,-151.0,1.0
0.0,Goldman Sachs,-256.75,1.0
,Walsall Council,68.47,
0.0,Per Lui Menswear,-161.0,1.0
,Barclays,46.925,1.0
,American Express Ltd,8.25,
1.0,Giles Insurance,150.05,
0.0,Princess Alexandra Hospital,-186.0,1.0
0.0,Betfred,-5.5,1.0
,Lbm Direct Marketing,41.5,1.0
1.0,Talbots Solicitors,229.75,
1.0,Clarice House,223.35,
,G4s,61.825,1.0
,Ideal Standard,96.43,
,Peterborough Primary Care Trust,52.25,
1.0,Asm Auto Recycling Ltd,306.2,
1.0,Co-Op,206.56,
0.0,The Nottingham Building Society,-97.5,1.0
,Durham Careline,92.92,
1.0,City Link,1233.0,
1.0,The Money Shop,115.145,
1.0,Army,244.75,
1.0,Teamworks Karting,929.85,
1.0,Phoenix It,710.375,
,Primark,7.0,1.0
1.0,Balfour Beatty,554.75,
,Tesco,62.925,1.0
1.0,University Of Reading,643.75,
1.0,The Co-Operative,634.75,
1.0,Orange,201.945,1.0
1.0,Skanska,794.88,
1.0,Sellafield Ltd,450.75,
1.0,Co-Op,251.25,
0.0,Blueberry Foods,-14.12,
1.0,British Amry,115.27,
1.0,Tesco,263.45,1.0
1.0,Currergate,160.07,1.0
,Sanctuary Group,66.0,1.0
1.0,Asda,203.75,
,Tk Maxx,96.75,
1.0,Stockton Hall Hospital,593.5,
,Sodexo Ltd,18.75,
1.0,Ministry Of Justice,141.0,
1.0,Lloyds Tsb,103.9,
,Foxtons Ltd,8.25,
1.0,Meggitt,1359.675,
1.0,Welsh Guards,490.25,
0.0,First Wester Trains Limited,-186.0,1.0
1.0,Aspects & Milestones Trust,288.75,
0.0,Doubletake Studios,-263.0,1.0
0.0,Sytner Sheffield Ltd,-131.0,1.0
0.0,Premier Foods,-6.0,
0.0,Mansell,-176.0,1.0
1.0,Mothercare,333.0,
0.0,Hifi Industrial Film Ltd,-21.5,
,Roden Boydell,80.825,
1.0,Darent Valley Hospital,611.75,
,Group4secure Solutions,0.875,
0.0,Sainsburys,-97.5,1.0
0.0,Mitie,-146.0,1.0
0.0,Harvester - The Staunton Arms,-37.0,1.0
1.0,Stockton Borough Council,455.5,
1.0,Biffa,156.99,
0.0,Nhs,-136.0,1.0
,Speed Print,59.0,
1.0,B And Q,375.75,1.0
,Westgate Healthcare Ltd,70.25,1.0
1.0,Cummins Power,511.25,
1.0,Sanpado Florist,167.5,
1.0,Stonham,168.25,1.0
1.0,First Security,1058.375,
,Sainsbury,8.25,
1.0,Alpha Care Home,739.65,
,Meadows Care Home,41.7,
0.0,Fords Of Winsford,-186.0,1.0
,Santander,44.25,
1.0,Virgin Trains,301.75,1.0
1.0,British Midland International,363.0,
,Hydro Aluminium,64.58,
,Tip Europe Ltd,80.75,
,Dixons Retail,36.95,1.0
1.0,St Phillips Marsh Nursery,357.5,
1.0,Lbm Marketing,313.78,
1.0,Allmead Ltd,242.0,
,Robins And Day,88.2,
0.0,Sainsburys,-162.25,1.0
0.0,Dx Secure Ltd,-6.5,
0.0,Peopleserve,-6.75,
0.0,Nhs-Hull And East Yorkshire Trust,-126.75,1.0
,Rochdale Borogh Housing,32.95,
1.0,Asda,289.75,1.0
0.0,Store Watch Ltd,-259.125,1.0
1.0,Armed Forces,1011.425,
0.0,Scottish And Southern Energy,-284.375,
,Brighthouse,8.25,
0.0,Bet Fred Done Bros,-214.25,1.0
0.0,Freedom Group- Enserve It,-92.0,
1.0,Smiths News,1041.25,
1.0,Morrisons,517.375,
0.0,Nhs Royal Bolton Hospital,-141.75,1.0
,Age Uk,79.86,
1.0,Reckitt Benckiser,428.625,
1.0,Crown Golf,274.25,
0.0,Ccs - City And County Swansea,-186.0,1.0
,Sky Television,44.25,1.0
0.0,Global Guarding,-186.0,1.0
1.0,Purdey,186.47,
0.0,Dsg Retail,-18.55,
0.0,Total Security Services,-231.5,1.0
1.0,Yorkshire Purchasing Org,132.5,
,Cable & Wireless,91.0,
1.0,Holiday-Inn,207.6,
,Post Office,73.35,
,Spicers,52.5,
,Jamm Prints,53.73,
1.0,Fountains,213.53,
1.0,Arla Foods,187.125,1.0
1.0,National Galleries Of Scotland,858.5,
0.0,Shaw Healthcare,-57.25,
0.0,Tesco,-211.0,1.0
1.0,Mitchells And Butler,220.75,
0.0,Toby Carvary,-66.0,1.0
0.0,Autograph Catering,-151.5,1.0
1.0,Voith Turbo Ltd,967.55,
1.0,The Slc Group,111.75,
0.0,Teva Uk Ltd,-33.255,
,Ashbury,11.15,
1.0,Wincanton,954.125,
1.0,Randolph Hill Nursing Home,941.01,
0.0,Sodexo,-186.0,1.0
1.0,British Army,126.5,
,Caldecott Foundation,94.05,
1.0,Clyde & Co,1426.0,
1.0,Chubb Security,118.65,
1.0,Metropolitan Police,729.625,
1.0,Totesport,271.5,
1.0,National Holidays/grand Hotel,376.0,
0.0,Tesco,-161.0,1.0
1.0,Sainsburys,325.15,
0.0,Golden Leaves,-261.43,1.0
,Ocado,28.08,
,Auto Star Shipping,8.25,
,Royal Southants Hospital,62.91,
0.0,Virgin Trains,-211.0,1.0
0.0,Comet,-186.0,1.0
,Phs Allclear,28.65,
,Rapid Recruitment,52.75,
0.0,Mecca Bingo,-97.0,1.0
0.0,Tesco,-80.025,1.0
1.0,British Army,464.26,
1.0,North Ayrshire Council,665.25,
,Johnstons Of Elgin,18.5,1.0
1.0,Carrera,106.53,
0.0,Sbv Fabrications Ltd,-136.0,1.0
,Howdens,34.0,
,Gloucestershire Royal Hospital,88.5,
,Direct Health Ltd,82.0,
1.0,Ocado,123.75,
1.0,Tenet Group Ltd,325.625,
1.0,Conduit Uk,229.5,
0.0,Sainsburys,-96.5,1.0
0.0,Bridgetime Transport Ltd,-167.78,1.0
1.0,Orange,506.5,
1.0,Manchester Royal Eye Hospital,343.4,
1.0,Locog,597.23,
0.0,Swissport Uk Ltd,-156.23,
0.0,Legal Services Commission,-60.1,1.0
0.0,Sainsburys,-291.75,1.0
1.0,Sodexo,250.555,
,Nhs - Royal Infirmairy Hull,67.0,
,Bskyb,0.625,
1.0,Statestreet Bank,200.25,
0.0,A Shares And Sons Ltd (Scs),-11.175,
,Carewatch/Premier Care,91.5,
1.0,Co-Operative,772.5,
0.0,First Call Healthcare,-211.0,1.0
1.0,Tesco,244.5,
1.0,Vsg Security,281.465,
1.0,Oakland International,122.55,1.0
0.0,Sunwin Services Group,-14.125,
1.0,Hm Forces,421.5,
0.0,Virgin Holidays,-276.75,1.0
,Accord Housing - Millennium Forge,15.33,
1.0,Pinnine Acute Fairfeild Hospital Bury,749.68,
1.0,Profile Security Serives Limited,244.64,
1.0,Nhs Professionals,657.5,
,Anglian Retirement Homes,44.25,
0.0,Moy Park,-111.0,1.0
1.0,Caterplus,450.27,
1.0,Great Rail Journeys,129.735,
0.0,Wolverhampton Council,-56.0,1.0
0.0,Dumfries And Galloway Council,-14.4,1.0
,Initial Foodguard,44.36,
0.0,Babcock Airports,-59.0,1.0
0.0,Ideal Shopping Direct,-186.0,1.0
0.0,Asda,-291.75,1.0
,Jenkinsons,89.36,
0.0,Mercer Limited,-56.26,
0.0,United Carpets,-186.0,1.0
0.0,Pembroke School,-2.85,
0.0,W.M Morrisons,-113.39,1.0
0.0,Community Intergrated Care,-106.35,1.0
,Whitecraigs Care Home,23.0,
0.0,Nissan,-131.0,1.0
0.0,Matalan,-6.5,
,Royal Air Force,61.6,
0.0,Nr5 Project,-77.0,1.0
0.0,First Scotrail,-75.0,1.0
,Next Retail Ltd,8.25,
0.0,L B Marketing,-136.0,1.0
,Chc Waste Facilities Managment,8.25,
1.0,Lakes Bathrooms,226.85,1.0
0.0,Filton College,-34.39,1.0
0.0,Bute House Care Home,-186.0,1.0
0.0,Nhs - Birmingham Hospital,-186.0,1.0
0.0,Tesco Plc,-52.85,1.0
0.0,Deutsche Bank,-4.67,
,Bakkavor,69.95,
0.0,European Care - Manor House,-6.75,
0.0,Sainsbury,-112.5,1.0
0.0,Bluecube,-136.0,1.0
0.0,Trinity Mirror,-166.0,1.0
0.0,Westhouse,-198.51,
,Chesterfield Royal Hospital,33.0,1.0
0.0,Sse,-121.5,1.0
,Asda,91.55,
0.0,Buc,-317.75,1.0
1.0,Servest,475.05,
1.0,Heart Of England Nhs Trust,230.025,1.0
,Howdens Joubert - Howdens Joinery,36.0,
,Aberconwy Car And Van Hire,71.1,1.0
0.0,Coopervision,-156.0,1.0
1.0,Integral Uk,563.25,1.0
,Orange Pcs,8.25,
,Four Seasons Health Care,36.75,1.0
0.0,Tesco,-153.0,1.0
1.0,Allwood Building Products Ltd,288.0,1.0
1.0,Edge Foundation,260.225,
1.0,British Army,627.2,
0.0,Uxbridge College,-221.0,1.0
1.0,Rbs,957.5,
0.0,William Wilson,-294.375,1.0
0.0,Dhl,-166.37,1.0
0.0,Avery Healthcare,-99.25,1.0
0.0,Tesco,-6.5,
1.0,Expert Logistics,125.25,1.0
1.0,Greggs,283.61,
1.0,Flintshire County Council,1141.45,
1.0,Knowsley Metropolitan Borough Council,562.19,
1.0,Epsom Borough Council,377.5,
0.0,John Lewis,-186.0,1.0
1.0,S B Solutions,316.79,
0.0,Airbus,-276.75,1.0
1.0,Comfort Dental,322.07,
1.0,Sdl Motorfactors,794.5,
,Jewson Ltd,45.07,
1.0,Debden Park Hgh School,1240.9,
1.0,Cannon Hygiene,435.25,1.0
,Calderdale Home Care Associates,26.1,1.0
0.0,South Staffs Water/Echo,-231.175,1.0
0.0,Uys Ltd,-110.925,1.0
1.0,Huron Consulting Group/Trilantic,589.55,
,Tesco,88.47,
1.0,Wolseley,647.15,
0.0,Costcutter,-186.0,1.0
0.0,Northampton Mazda,-211.0,1.0
0.0,Lidl,-6.5,
0.0,Leeds Paper Recycling,-136.0,1.0
0.0,Dhl,-176.0,1.0
1.0,Colchester General Hospital,384.56,
,British Army,5.3,
0.0,China Visa Services Ltd,-203.0,1.0
0.0,Tesco,-138.25,1.0
,Wood Group Gts Ltd,52.5,
0.0,Bupa,-186.0,1.0
0.0,Goldsborough Home Care,-181.0,1.0
0.0,London Borough Of Waltham Forest,-56.125,1.0
1.0,Footlocker,575.035,
1.0,Royal Sussex County Hospital,631.75,
0.0,Tnt Uk,-201.0,1.0
,Asda,56.45,
1.0,Mhs Direct,315.72,
0.0,Cheshire West And Chester Council,-226.05,1.0
,Specsavers,72.69,
1.0,Micheldever,451.0,
0.0,Douglas-Westwood,-95.36,
1.0,Abtran,174.19,
,British Army,82.25,
0.0,Aa Breakdown,-22.375,1.0
1.0,Cap Gemini,522.0,
,Ceis Ayrshire,70.8,
,Mkm,58.375,1.0
1.0,Fmg Support,243.75,1.0
1.0,Barclays,601.81,
,Pyrotect,69.05,
0.0,Ibm,-136.0,1.0
0.0,Deafness Support Network,-99.75,1.0
0.0,E.On Uk Plc,-161.0,1.0
1.0,North Lanarkshire Council,173.575,
0.0,Jp Morgan Chase,-113.9,1.0
0.0,Iceland,-302.75,1.0
0.0,Sky,-186.0,1.0
,Insight,40.7,
1.0,Airlink Systems,797.39,
1.0,Thomson Pettie,238.635,
0.0,Ds Smith Packaging,-186.0,1.0
0.0,Creagh Concrete,-294.375,1.0
0.0,Virgin Media,-276.75,1.0
0.0,Lin Pac Allibert,-186.0,1.0
1.0,Eon Uk,967.15,
1.0,Tescos,466.0,
0.0,Sharp Electronics,-55.83,1.0
1.0,La Tasca,381.875,1.0
0.0,Dreams Plc,-6.5,
,East Renfrewshire Council,18.75,1.0
,Harvester,0.875,
1.0,Blair Castle,1247.05,
0.0,Balfour Beatty Ltd,-186.0,1.0
0.0,Vantec Europe Limited,-12.375,
0.0,British Petroleum,-152.325,1.0
1.0,Sanko Gosei Uk Ltd,386.25,
1.0,Luxer,724.875,
0.0,Tesco,-184.125,1.0
0.0,Hm Forces,-6.3,1.0
0.0,Card Factory,-184.75,
1.0,Swinton,161.0,1.0
1.0,Panesar Food,606.54,
,Nhs - Edenfield Centre,96.75,
,N E Lincs Council,81.75,
,The Samworth Enterprise Academy,13.75,1.0
0.0,Pentagon Fire And Security,-186.0,1.0
1.0,Dvla,325.63,
0.0,Afc Wimbledon,-208.65,1.0
0.0,Criticare Uk Ambulance Service,-221.5,1.0
,Coral,77.25,
0.0,Riverside Healthcare,-167.0,
1.0,Gibbs And Dandy,215.55,
0.0,Rpl Uk,-94.125,1.0
1.0,Nhs Trust,124.3,1.0
,Dhl,91.81,
0.0,Home Retail Group,-176.0,1.0
0.0,Capper &Co,-33.25,1.0
1.0,Tata,205.25,1.0
1.0,Abode Hotel,203.25,
0.0,Wilkinsons,-136.0,1.0
1.0,Hi Spec,168.395,
1.0,Vion Uk,274.0,
0.0,Everythingeverywhere,-236.0,1.0
0.0,Heritage Care,-273.25,1.0
0.0,Ats Euromaster,-11.175,
,Odgers Berndtson,29.25,
0.0,Cornwall Care,-266.175,1.0
1.0,Hampshire Partnerships Nhs Trust,325.6,1.0
1.0,Morrisons Supermarkets,377.6,
0.0,Unipart Logistics,-6.5,
0.0,Kestrel Ophthalmics Ltd,-126.0,1.0
1.0,Easy Employment Law,266.0,1.0
,Automobile Association Ltd,53.0,
0.0,The Britannia,-156.0,1.0
1.0,Collins Care Ltd,331.97,1.0
0.0,Dreams Plc,-132.05,
1.0,Armed Forces,161.05,
1.0,Asda,936.25,
0.0,Phones4u,-136.0,1.0
1.0,Lsg Sky Chefs,173.75,1.0
1.0,Sandcastle Childcare,395.5,
0.0,Cex,-236.0,1.0
0.0,99P Stores,-61.625,1.0
1.0,Amocura,116.37,
0.0,Sainsburys,-136.0,1.0
0.0,Lidl,-176.0,1.0
,Royal Mail,84.81,
1.0,Morrisons Supermaket,572.75,
0.0,Hovis,-90.75,
1.0,Comet,823.55,
0.0,Brunelcare Glastenbury,-6.5,
1.0,Nhs-Maudsly Hospital Slam Trust,415.0,
,Woodbourne Priory Hospital,51.83,1.0
0.0,Dundee City Council,-188.25,1.0
0.0,Tesco,-57.5,1.0
0.0,Waymade Healthcare,-232.5,1.0
1.0,Nhs - Peterborough And Stamford Hospital,254.435,
1.0,Mitie,596.55,
,Midshire Ltd,94.5,
1.0,Association Of Chief Police Officers,236.25,
,The Bed Shed,37.13,
0.0,Hica,-23.7,1.0
1.0,Birmingham City Council,377.65,
,Sandwell Council,80.1,
,Highbourne Ltd,60.64,
0.0,Kammacplc,-186.0,1.0
1.0,West Yorkshire Police,569.0,
0.0,Exhaust Tyres & Batteries,-176.75,1.0
0.0,Barchester,-155.2,1.0
1.0,K.E Precision,479.75,
1.0,Queen Elizabeth Hospital,1161.0,
0.0,Tuffnells Parcel Express,-129.99,
0.0,Ductile,-186.0,1.0
1.0,Vinci Plc,221.55,1.0
1.0,Arch Chemicals,147.75,
0.0,Transport For London,-188.25,1.0
1.0,British Army,123.25,
,Asda Walmart,1.6,1.0
,Wickes,85.25,1.0
0.0,Ladbrokes,-160.375,1.0
1.0,G4s,405.855,
,Unhs,44.25,
1.0,Inland Revenue,472.0,
0.0,Complete Care Services,-3.12,
0.0,Asda,-75.225,1.0
0.0,Wickes Building Supplies,-6.5,
,Bupa - Ashley Lodge,82.5,
1.0,Howard Tenens,573.3,
1.0,Advanced Business Solutions,247.95,
0.0,Homescope,-7.47,1.0
0.0,Nhs-Salford Royal Foundation Trust,-64.125,
,Primark,29.5,
0.0,Unipart Logistics,-106.6,
1.0,Jd Wetherspoons,1012.75,
1.0,Eurocell Plc,170.5,
0.0,Kew Green,-136.0,1.0
1.0,Lightbridge Support Services,234.165,
,Fourseasons Health Care - Vale Court Care Home,88.5,
,Genzyme Ltd,8.25,
0.0,Penderels Trust Wandsworth,-106.5,1.0
,Serco,46.35,
0.0,Trak Solutions,-181.0,1.0
0.0,Caffe Nero,-136.0,1.0
0.0,Virgin Train,-96.5,1.0
0.0,Euro Car Parts,-152.75,1.0
0.0,Qinetiq,-6.75,
1.0,Menzies Distribution,533.47,
1.0,Clondalkin Pharma And Healthcare - Boxes Prestige,381.5,
1.0,Oce Uk,865.0,
0.0,Bidvest Logistics,-151.0,1.0
1.0,Hi-Spec Services,765.75,
1.0,Radlett Lodge School,185.5,
1.0,Rowan Drilling Uk,510.87,
,Keys Childcare,88.5,
,Glasgow City Council - Merrylee Lodge Care,76.75,1.0
,Scottish Power,49.03,
0.0,City Building Glasgow Llp,-310.95,1.0
,Thurrock Council,43.65,
1.0,Tesco Express,214.5,1.0
0.0,Innovative Output Solutions,-166.0,1.0
1.0,Wincanton Ltd.,256.0,
1.0,Chesterfield College,479.0,
1.0,Capita Life &Amp; Pension Services,1408.3,
1.0,Downton,259.29,1.0
1.0,Five Boroughs Nhs - Halton Hospital,691.35,
0.0,Travis Perkins,-155.0,1.0
0.0,Royal Berks Hospital,-152.75,1.0
,Dick Lovett,29.25,
0.0,Ministry Of Defence,-36.0,1.0
1.0,East Lancs Nhs Trust,335.175,
,William Harry Hospital,59.0,
1.0,Direct Health Ltd,235.475,
1.0,Nsl Services Group,436.5,
,Avenue Trust Group,88.5,
0.0,Axis Security Ltd,-141.75,1.0
1.0,Vodafone,111.75,
0.0,C.K.R Services,-171.62,
1.0,Tesco,1308.48,
0.0,Bgp - Benham Goodhead Print,-76.0,1.0
0.0,Mccolls,-210.38,1.0
0.0,North East Electronic,-21.5,
1.0,Home Office,204.275,1.0
,Dhl,44.25,
0.0,Vision Express,-6.75,
0.0,Bluecherry Telecom,-186.0,1.0
1.0,Hafal,988.125,
,Gala Casino,52.415,
1.0,David Lloyd,164.79,
1.0,Sesnha,1078.1,
0.0,Careline Services,-291.5,1.0
0.0,Lbm,-145.25,1.0
0.0,Kier Group Plc,-186.0,1.0
0.0,Herts Parts Ft Nhs Trust,-281.25,1.0
1.0,Brighstone Grange - Donna White,712.75,
0.0,Dana Uk,-81.5,1.0
0.0,Greggs,-125.7,
1.0,Shipley Transport,243.0,1.0
1.0,South Yorkshire Housing Association,363.415,
0.0,New Begginings,-167.75,1.0
,Senator Print Finishing,40.0,
1.0,Gateshead Council,514.4,
,Sherwoods,44.25,
1.0,Coventry Council,404.24,
1.0,Nhs,269.25,1.0
0.0,Caffe Nero,-161.0,1.0
1.0,Norfolk County Council,319.88,
0.0,Normanlaud Assosiation,-108.01,1.0
,Asda,29.5,
0.0,Tote,-186.0,1.0
0.0,Paddy Power,-165.23,
0.0,Tk Maxx,-202.75,1.0
1.0,Marriott,161.71,
0.0,Msg Services,-151.0,1.0
1.0,Financial Services Autority,133.5,
0.0,City Link,-103.4,1.0
0.0,B & M Bargains,-161.0,1.0
1.0,Asda Stores,103.3,
1.0,Strathclyde Police,228.0,
0.0,Hsbc,-81.75,1.0
,Veolia,93.0,1.0
0.0,Northlincs Council,-6.75,
1.0,Innovative Technology Ltd,214.75,
1.0,Rolls Royce,686.25,
,Barclays Bank Plc,94.97,
1.0,Chelsea And Westminster Hospital,1004.6,
0.0,Nhs/Royal Hallamshire Hospital,-241.5,1.0
,Dixons Retail,8.25,
1.0,Vion South Wales/Saint Merryn Meats,604.675,
1.0,Northampton Probation Service,314.6,
0.0,Everything Everywhere,-192.5,1.0
1.0,Stanley Uk Service,598.75,
0.0,Norse,-242.02,1.0
1.0,Dhl,111.75,
1.0,Makro,126.0,
,Aldi,80.05,1.0
0.0,Gdt Catering Ltd,-276.1,1.0
1.0,Hm Forces,659.0,
1.0,Nightfreight,323.0,
,Instream Partnership,97.0,
1.0,Laddaw,375.75,1.0
1.0,Total Security Services,185.5,
0.0,Amazon,-116.0,1.0
1.0,Everything Everywhere,465.25,
1.0,Lakin Clark Ltd,613.5,
0.0,Asda,-105.17,
0.0,Hilton,-218.445,1.0
1.0,Derbyshire County Council - Three Gables,916.125,
1.0,St Andrew's Primary School,1609.15,
1.0,Aspers Casino,238.2,
1.0,Welcomebreak,615.18,
1.0,Newsquest,174.0,
0.0,G4s,-223.25,1.0
1.0,Travis Perkins,113.86,
1.0,Capita,967.0,
,Ukba,52.5,
0.0,Hire Equip,-273.25,1.0
1.0,Norbert Dentressangle,451.25,
1.0,Wh Smith,118.25,
0.0,Furniture Village,-60.995,
1.0,London Apprenticeship Company,152.57,
,Dpd Uk Ltd,35.0,
0.0,Liverpool Council,-136.0,1.0
1.0,Training Matters,314.225,
0.0,Hmg Armed Forces,-136.0,1.0
1.0,States Of Jersey,230.0,
0.0,Rta,-223.8,1.0
1.0,Emprise Services Plc,137.52,
,Apollo Property Services Ltd,88.25,
1.0,Yorkshire Ambulance Service,379.75,
1.0,Barrat South Wales,415.75,
0.0,The Original Factory Shop,-121.5,1.0
1.0,Crewe Hall,370.3,
1.0,Manpower,519.5,
1.0,Norfolk County Council,107.25,
0.0,Unite,-221.0,1.0
0.0,Wales And West Utilities,-186.0,1.0
1.0,Dwp,488.25,
0.0,Norec,-186.0,1.0
,Arriva The Shires,44.27,
1.0,British Gas,1158.51,
1.0,Tesco,537.75,
,Mitchel And Butler,30.4,
1.0,Era Screens,280.0,1.0
0.0,Debenhams,-133.375,1.0
0.0,Lsl Property Services,-33.95,1.0
0.0,Morrisons,-117.4,1.0
0.0,Kantar Operations,-155.45,
0.0,Premier Inn,-36.52,1.0
0.0,Net A Porter,-185.25,1.0
0.0,Nhs - Princess Royal Community Health Centre,-291.75,1.0
0.0,Daisy Plc,-146.75,1.0
0.0,Veolia,-151.0,1.0
0.0,Gc Freight,-156.75,1.0
,Davis Langdon,24.7,
0.0,Nhs Ailsa Hospital,-139.42,1.0
,De Vere Care,23.0,
1.0,Eve Trakway Ltd,153.53,
,Caretech Ltd,69.2,
1.0,American Express,750.75,
1.0,Optical Express,425.5,1.0
,Nhs/Southern Health And Social Care Trust,8.25,
1.0,Exclusive,175.47,
0.0,Nhs Burnley Gerneral Hospital,-2.46,
1.0,Otter Controls Ltd,567.25,
0.0,Nhs - Newcastle General Hospital,-186.0,1.0
1.0,Nhs - Leighton Hospital,819.9,
1.0,Open Destinations Ltd,302.75,
1.0,Ukba,170.5,
,Lawnswood School,15.625,
0.0,Nsl,-144.1,
,Community Intregated Care,69.0,1.0
0.0,Abbeyfield Society,-14.02,
,Morlich House,49.5,
1.0,Greenwoods Stock Boxes,505.25,1.0
1.0,Wickes,611.78,
1.0,Kuehne + Nagel,1278.225,
1.0,Showforce,340.875,
0.0,Royal Mail,-136.0,1.0
,Allwaste,26.33,
1.0,Peverel Om Ltd,127.7,
1.0,Greenwich Leisure Limited,495.6,
,Care South,67.25,
0.0,Owenbond,-6.5,
,Trent Group Holdings Ltd,13.95,
0.0,Staples,-236.0,1.0
1.0,Morrisons,111.5,
1.0,Birmingham Mailbox Management Ltd,953.75,
,Williams Lea,9.9,
0.0,Newport City Council,-79.4,1.0
1.0,Bupa,777.5,
0.0,Radisson Edwardian,-46.4,1.0
0.0,Pets At Home,-259.125,1.0
0.0,Ayrshire And Arran Health Board,-171.0,1.0
1.0,S C S,1233.75,
0.0,Wilkinson,-97.25,1.0
1.0,Rac,311.75,1.0
0.0,Scottish Federation Of Housing Associations,-51.75,1.0
1.0,Arriva London,608.25,
0.0,Automobile Association,-236.0,1.0
0.0,Tkmaxx,-132.75,1.0
0.0,Jacobs And Turner Ltd,-161.0,1.0
0.0,Nestledown,-176.0,1.0
1.0,Nsl Ltd,404.27,
1.0,Greene King,107.38,
0.0,Regent Security,-129.3,
1.0,Tesco,820.75,
0.0,Crystal Clean,-22.75,1.0
0.0,Southern Gas Networks,-186.0,1.0
1.0,Bsuh Nhs Trust,773.3,
0.0,Cpm Uk,-88.8,1.0
0.0,Eon,-131.0,1.0
1.0,London Borough Of Lambeth,150.25,
1.0,Hilton,819.5,
0.0,First 4 Skills,-79.125,1.0
0.0,Lbc - Willaim Austin,-186.0,1.0
0.0,British Army,-243.75,1.0
,North Ayrshire Council - Greenwood Academy,33.75,
1.0,Underwater Cutting Solutions,340.465,
1.0,Dr Macdonald And Partnwers,118.0,1.0
0.0,3G Telecom,-186.0,1.0
0.0,Mercia Securities,-186.0,1.0
0.0,Sainsburys,-7.25,1.0
,Reabrook Ltd,2.675,1.0
,Hm Forces,28.9,
1.0,Pirelli,504.05,
0.0,Abertawe Morgannwg - Neath Port Talbot Hospital,-54.21,1.0
1.0,Kpmg,1135.15,
0.0,Asda,-291.75,1.0
0.0,Netto,-186.0,1.0
0.0,Auchmuty High School,-140.25,1.0
,Exeeco,67.5,
,Infoteam International,84.875,
0.0,Hm Forces,-38.36,
,Morrisons,82.0,
1.0,Dtz,460.82,
1.0,Acf Car Finance,866.0,
1.0,Dhl Exel,420.0,1.0
0.0,Chris Benson Signs Ltd,-66.75,1.0
0.0,Asda,-186.0,1.0
0.0,Securitas - Chubb Security,-21.0,
1.0,Convergys,790.25,
0.0,Trade Direct Insurance Services Ltd,-180.66,
,Kardos Car And Commercial,18.49,
0.0,Parcelforce,-6.5,
,Vinci Park,8.25,
,Soretrac,52.25,
,Raphael Healthcare,8.25,
1.0,Stapletons Tyres,293.4,1.0
1.0,Contract Packing Solutions Limit,356.6,
1.0,Premier Telecom,547.125,
,Haart Ltd,3.825,
0.0,Ocs,-136.0,1.0
1.0,Zeon Chemicals,171.25,
,North Linconshire Council,44.25,
0.0,Lotus Cars,-181.0,1.0
,Greenwich Leisure Limited,14.75,1.0
,Durham County Council,96.75,
0.0,Marks And Spencers,-136.0,1.0
1.0,Foresters,519.5,1.0
1.0,Low Cost Holidays,145.43,
1.0,P&O Ferries,314.3,1.0
0.0,Great Places Housing Group,-291.75,1.0
0.0,Wolverhampton Council - Dunstall Community Centre,-30.75,1.0
1.0,J Sainsbury Plc,1262.05,
1.0,Leeds City Council,610.675,
1.0,Vicarage Nursing Home,628.375,
0.0,Gala Coral,-26.0,1.0
1.0,Divex Ltd,187.45,1.0
0.0,Wilson James,-186.0,1.0
0.0,Mitie,-126.0,1.0
1.0,Geiger Handling,118.0,
1.0,City Electrical Factors Ltd,172.815,
,Tti Group,59.61,1.0
,Vista Retail Support,69.55,
1.0,Interserve,1412.25,
1.0,Fshc - Baillieston,191.69,
1.0,Sita Uk,1010.5,
0.0,The Shield Guarding Company,-161.0,1.0
0.0,Veraco,-153.2,1.0
0.0,Husco International,-84.75,1.0
1.0,Bt Openreach,504.5,
,Amethyst Group,97.0,1.0
0.0,Bezier,-165.85,
0.0,Aviva,-2.075,
0.0,Asda,-2.3,
1.0,Bank Of Ireland,154.885,
1.0,Armed Forces,944.425,
1.0,Qvc,331.05,1.0
,Total Digital Solutions,88.49,
1.0,Lewisham Council,1070.2,
0.0,Royal Mail,-139.5,1.0
1.0,Orange,569.125,
1.0,William Hill,754.85,
0.0,Goodyear Dunlop,-116.0,1.0
1.0,Schlumberger Uk,1040.275,
1.0,City Hospitals Sunderland,858.75,
0.0,Eon,-131.0,1.0
1.0,Morrisons,894.0,
0.0,Towergate Bakers,-136.0,1.0
0.0,George S Hall,-136.0,1.0
1.0,Harratts Ltd,229.75,
,Chevron Uk Limited,82.0,
